REGIONE;PROVINCIA;COMUNE;RAGIONE SOCIALE;PARTITA IVA;ID_SOGGETTO;INDIRIZZO;SITO WEB;NUMERO DI PRONTO INTERVENTO;STATO;TIPO GAS;CODICE PDR
Abruzzo;AQ;Ateleta;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800582475;Attivo;Gas naturale;1572
Abruzzo;AQ;Capestrano;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;AQ;Lecce nei Marsi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Luco dei Marsi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Magliano de' Marsi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;AQ;Oricola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;AQ;Tione degli Abruzzi;VERDUCCI DISTRIBUZIONE S.R.L.;01501970675;65;Via S.S. 553 PER ATRI - KM. 13+400 - ZONA INDUSTRIALE SNC - Notaresco ( Teramo );http://www.verduccidistribuzione.eu;800469999;Attivo;Gas naturale;0769
Abruzzo;AQ;Villa Sant'Angelo;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Archi;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Ari;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Bomba;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Casoli;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Fallo;SANGROGEST S.R.L.;02029550692;1721;Via G.MARCONI 38 - Quadri ( Chieti );http://www.sangrogest.it;800913377;Attivo;Gas naturale;1097
Abruzzo;CH;Fara Filiorum Petri;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;CH;Fossacesia;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Gamberale;SANGROGEST S.R.L.;02029550692;1721;Via G.MARCONI 38 - Quadri ( Chieti );http://www.sangrogest.it;800913377;Attivo;Gas naturale;1097
Abruzzo;CH;Guardiagrele;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;CH;Lama dei Peligni;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Lanciano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;CH;Montebello sul Sangro;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Mozzagrogna;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Paglieta;PUBLIRETI S.R.L.;02034930699;95;Piazza Municipio 1 - Atessa ( Chieti );http://www.publireti.net;0872850427;Attivo;Gas naturale;1528
Abruzzo;CH;Pietraferrazzana;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;San Vito Chietino;PUBLIRETI S.R.L.;02034930699;95;Piazza Municipio 1 - Atessa ( Chieti );http://www.publireti.net;800992756;Attivo;Gas naturale;1528
Abruzzo;CH;Santa Maria Imbaro;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;CH;Scerni;COMUNE DI SCERNI;00236730693;1326;Via IV° NOVEMBRE 18 - Scerni ( Chieti );http://www.comunediscerni.com;0873914993;Attivo;Gas naturale;0451
Abruzzo;CH;Taranta Peligna;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Tornareccio;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;CH;Tufillo;ADISTRIBUZIONEGAS S.R.L.;01655600664;1030;Via Luigi Galvani 17/A - Forlì ( Forlì-Cesena );http://www.adistribuzionegas.it;800 134 005;Attivo;Gas naturale;1572
Abruzzo;PE;Bussi sul Tirino;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;PE;Civitaquana;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;PE;Farindola;MEDITERRANEA ENERGIA;03765640408;2130;Via Luigi Galvani 17/B - Forlì ( Forlì-Cesena );https://www.mediterraneaenergia.net;800050625;Attivo;Gas naturale;2130
Abruzzo;PE;Montesilvano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Castiglione Messer Raimondo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Abruzzo;TE;Corropoli;CITIGAS SOCIETA' COOPERATIVA S.P.A.;00230490674;1197;Zona Industriale Artigianale Frazione Colleranesco Snc - Giulianova ( Teramo );http://www.citigas.it;0858000700;Attivo;Gas naturale;1593
Abruzzo;TE;Cortino;GOLDENGAS;00080300429;1861;Via Giordano Bruno 20/4 - Senigallia ( Ancona );http://www.goldengas.it;800998380;Attivo;GPL;
Abruzzo;TE;Nereto;COSEV SERVIZI S.P.A;00446820672;902;Via VIA F. PETRARCA 6 - Nereto ( Teramo );http://www.cosev.it;800258399;Attivo;Gas naturale;1115
Abruzzo;TE;Sant'Omero;COSEV SERVIZI S.P.A;00446820672;902;Via VIA F. PETRARCA 6 - Nereto ( Teramo );http://www.cosev.it;800258399;Attivo;Gas naturale;1115
Abruzzo;TE;Torricella Sicura;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Abruzzo;TE;Valle Castellana;INTERLAGA SRL;01041810670;22666;Via GIORGIO ROMANI SNC - Torricella Sicura ( Teramo );http://www.interlaga.it;0861554055;Attivo;Gas naturale;6148
Basilicata;PZ;Abriola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Atella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Balvano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Banzi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Calvera;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Carbone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Castronuovo di Sant'Andrea;MOLISE GESTIONI S.R.L.;00825150709;63;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );https://www.molisegestioni.it;800939319;Attivo;Gas naturale;0778
Basilicata;PZ;Cersosimo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Fardella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Filiano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Basilicata;PZ;Forenza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Palazzo San Gervasio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Pietragalla;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Potenza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Basilicata;PZ;Sasso di Castalda;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Basilicata;PZ;Viggiano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Aieta;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Altilia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Bisignano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Bonifati;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Caloveto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Cassano all'Ionio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Celico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CS;Cervicati;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Cropalati;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Fagnano Castello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Falconara Albanese;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Guardia Piemontese;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Laino Castello;POLLINO GESTIONE IMPIANTI S.R.L.;02534750787;42;Via MULETTA ZONA PIP SNC - Castrovillari ( Cosenza );http://www.pollinogestioneimpianti.it;800242811;Attivo;Gas naturale;1144
Calabria;CS;Marano Principato;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Rende;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Rocca Imperiale;SVILUPPO ENERGIA;02940590785;2908;Viale UMBERTO CALDORA 23 - Castrovillari ( Cosenza );http://www.sviluppoenergiaspa.it;800242811;Attivo;Gas naturale;2908
Calabria;CS;Roggiano Gravina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Roseto Capo Spulico;COSVIM SOC. COOP.;00541090767;1269;Via del Seminario Maggiore 117 - Potenza ( Potenza );http://www.cosvimretegas.it;800528616;Attivo;Gas naturale;0818
Calabria;CS;San Marco Argentano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Saracena;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CS;Torano Castello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Botricello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Cerva;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Davoli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Fossato Serralta;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Gizzeria;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Lamezia Terme;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Miglierina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Pentone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;San Pietro Apostolo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;San Pietro a Maida;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;San Vito sullo Ionio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;CZ;Sant'Andrea Apostolo dello Ionio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Sellia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;CZ;Vallefiorita;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;KR;Caccuri;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;KR;Rocca di Neto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;KR;Umbriatico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Antonimina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Bagaladi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Bivongi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Condofuri;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Galatro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;RC;Monasterace;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Portigliola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Rosarno;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;San Roberto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Sant'Agata del Bianco;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;RC;Santa Cristina d'Aspromonte;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Dasà;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Dinami;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Filadelfia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Filandari;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Calabria;VV;Francavilla Angitola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Calabria;VV;Maierato;SVILUPPO ENERGIA;02940590785;2908;Viale UMBERTO CALDORA 23 - Castrovillari ( Cosenza );http://www.sviluppoenergiaspa.it;800242811;Attivo;Gas naturale;2908
Calabria;VV;Nicotera;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;AV;Altavilla Irpina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;AV;Casalbore;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Castelvetere sul Calore;METAEDIL S.R.L.;01868640648;50;Via Francesco Tedesco 61 - Avellino ( Avellino );http://www.metaedil.it;800252500;Attivo;Gas naturale;1560
Campania;AV;Domicella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;AV;Gesualdo;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Montaguto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;AV;Monteforte Irpino;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Scampitella;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Solofra;SISTEMI SALERNO - RETI GAS S.P.A.;04080690656;820;Via Stefano Passaro 1 - Salerno ( Salerno );https://retigas.grupposistemisalerno.it/;800012551;Attivo;Gas naturale;1534
Campania;AV;Torella dei Lombardi;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Torrioni;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Trevico;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;AV;Tufo;S.I.DI.GAS SPA;00573180643;1615;Via Ammaturo 124 15 - Avellino ( Avellino );http://www.sidigas.it;800011911;Attivo;Gas naturale;0243
Campania;BN;Airola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;BN;Castelpoto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;BN;Circello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;BN;Dugenta;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;BN;Forchia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;BN;San Nicola Manfredi;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Campania;CE;Arienzo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;CE;Aversa;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;CE;Curti;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;CE;Lusciano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;CE;Maddaloni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;CE;San Potito Sannitico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Barano d'Ischia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Camposano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Casandrino;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Castellammare di Stabia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Meta;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Pollena Trocchia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;Pomigliano d'Arco;POMILIA RETI GAS S.R.L.;07231501219;5540;Via CARMINE GUADAGNO 85 - Pomigliano d'Arco ( Napoli );http://www.pomiliaretigas.it;800123977;Attivo;Gas naturale;5540
Campania;NA;San Paolo Bel Sito;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;NA;San Sebastiano al Vesuvio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
