REGIONE;PROVINCIA;COMUNE;RAGIONE SOCIALE;PARTITA IVA;ID_SOGGETTO;INDIRIZZO;SITO WEB;NUMERO DI PRONTO INTERVENTO;STATO;TIPO GAS;CODICE PDR
Emilia-Romagna;RE;Rio Saliceto;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;Rolo;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;San Polo d'Enza;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RN;Novafeltria;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;RN;Pennabilli;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;RN;Saludecio;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Friuli-Venezia Giulia;PN;Budoia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;PN;Chions;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;PN;Maniago;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;PN;Roveredo in Piano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;PN;San Giorgio della Richinvelda;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;PN;San Martino al Tagliamento;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;PN;Spilimbergo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;PN;Valvasone Arzene;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;TS;Muggia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Coseano;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;UD;Flaibano;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;UD;Gonars;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;UD;Latisana;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Palmanova;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Paularo;ENILIVE S.P.A.;11403240960;38507;Via Giorgio Ribotta 51 - Roma ( Roma );https://www.enilive.it;800900354;Attivo;Aria propanata;
Friuli-Venezia Giulia;UD;Povoletto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Pulfero;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Raveo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;San Leonardo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Santa Maria la Longa;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;UD;Sauris;SCG GAS S.P.A.;01570450302;29625;Via Giorgio Perlasca 20/C - Fidenza ( Parma );http://www.ecogasspa.it;800348952;Attivo;GPL;
Friuli-Venezia Giulia;UD;Sutrio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;FR;Atina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Boville Ernica;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Castro dei Volsci;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Ceccano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Monte San Giovanni Campano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Patrica;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Pescosolido;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Ripi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;FR;San Giovanni Incarico;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Sgurgola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Vallemaio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;LT;Aprilia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Accumoli;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Lazio;RI;Cantalupo in Sabina;BEYFIN S.P.A. SOCIETÀ BENEFIT;03876950480;1225;Via VINGONE 94 - Campi Bisenzio ( Firenze );http://www.beyfin.it;800080960;Attivo;GPL;
Lazio;RI;Castel di Tora;BEYFIN S.P.A. SOCIETÀ BENEFIT;03876950480;1225;Via VINGONE 94 - Campi Bisenzio ( Firenze );http://www.beyfin.it;800080960;Attivo;GPL;
Lazio;RI;Cittaducale;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Collalto Sabino;BEYFIN S.P.A. SOCIETÀ BENEFIT;03876950480;1225;Via VINGONE 94 - Campi Bisenzio ( Firenze );http://www.beyfin.it;800080960;Attivo;GPL;
Lazio;RI;Concerviano;ENILIVE S.P.A.;11403240960;38507;Via Giorgio Ribotta 51 - Roma ( Roma );https://www.enilive.it;800.900.354;Attivo;GPL;
Lazio;RI;Mompeo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Montasola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Montebuono;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Petrella Salto;BRUNO RETI GAS SRL;03977830797;42170;Via POLA 10 - Catanzaro ( Catanzaro );https://www.brunoretigas.it;0746695520;Attivo;GPL;
Lazio;RI;Torri in Sabina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Vacone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RM;Artena;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Cave;EROGASMET S.P.A.;13171830154;380;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );http://www.erogasmet.it;800904240;Attivo;Gas naturale;0050
Lazio;RM;Cerveteri;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Civitavecchia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Mandela;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Nemi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Nemi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RM;Pisoniano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Ponzano Romano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Rocca di Cave;EROGASMET S.P.A.;13171830154;380;Via Vittorio Emanuele II 4/28 - Roncadelle ( Brescia );http://www.erogasmet.it;800 90 42 40;Attivo;Gas naturale;0050
Lazio;RM;Sacrofano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;San Polo dei Cavalieri;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RM;Segni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RM;Vallinfreda;BUTAN GAS S.P.A.;00894461003;1682;Via Larga 9/11 - Milano ( Milano );http://www.butangas.it;800.971.997;Attivo;GPL;
Lazio;RM;Valmontone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Acquapendente;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Arlena di Castro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Bagnoregio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Bagnoregio;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Lazio;VT;Blera;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Bomarzo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Calcata;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Capodimonte;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Castiglione in Teverina;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Cellere;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Corchiano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Fabrica di Roma;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Faleria;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Gallese;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;VT;Latera;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;VT;Viterbo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;GE;Campo Ligure;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;GE;Crocefieschi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;GE;Favale di Malvaro;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Liguria;GE;Mignanego;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;GE;Moneglia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;GE;Montoggio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;GE;Rossiglione;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;GE;San Colombano Certenoli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;GE;Sori;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;GE;Zoagli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;IM;Castellaro;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Liguria;IM;Chiusanico;ENILIVE S.P.A.;11403240960;38507;Via Giorgio Ribotta 51 - Roma ( Roma );https://www.enilive.it;800900354;Attivo;GPL;
Liguria;IM;Costarainera;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;IM;Diano Castello;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;IM;Isolabona;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Liguria;IM;Rocchetta Nervina;SG DISTRIBUZIONE S.R.L.;03000750343;37693;Via GIORGIO PERLASCA 20/C - Fidenza ( Parma );http://www.sgdistribuzione.info;800348952;Attivo;GPL;6215
Liguria;IM;San Lorenzo al Mare;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Liguria;IM;Ventimiglia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;SP;Castelnuovo Magra;LUNIGAS I.F.SPA;00501940456;457;Via Aurelia 44 - Fosdinovo ( Massa e Carrara );http://www.lunigas.it;800900999;Attivo;GPL;
Liguria;SP;Luni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;SP;Riccò del Golfo di Spezia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;SV;Arnasco;BADANO GAS SRL;00497660092;39360;Località Cà di Lodi snc - Giustenice ( Savona );https://gruppobadano.com/badano-gas/;800992761;Attivo;GPL;6224
Liguria;SV;Bormida;LIGURIA GAS S.R.L.;00187970090;1843;Via DELLA RESISTENZA 34 - Cairo Montenotte ( Savona );http://www.liguria-gas.com;800992755;Attivo;GPL;1843
Liguria;SV;Casanova Lerrone;AGN ENERGIA;06170180019;1488;Via AMALFI 6 - Volpiano ( Torino );http://www.agnenergia.com;800257257;Attivo;GPL;0787
Liguria;SV;Nasino;AGN ENERGIA;06170180019;1488;Via AMALFI 6 - Volpiano ( Torino );http://www.agnenergia.com;800257257;Attivo;GPL;0787
Liguria;SV;Plodio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Liguria;SV;Vendone;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Lombardia;BG;Ambivere;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Arcene;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Azzano San Paolo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Bergamo;AP RETI GAS NORTH;04665260982;42951;Via Verizzo 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnorth.it;800066722;Attivo;Gas naturale;6233
Lombardia;BG;Bianzano;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;"	800552277";Attivo;Gas naturale;1188
Lombardia;BG;Branzi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Brembate;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Brumano;CONDOTTE NORD SPA;03003150160;373;Via FORO BOARIO 3 - Bergamo ( Bergamo );http://www.condottenord.it;800713808;Attivo;Gas naturale;1093
Lombardia;BG;Calcio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Caprino Bergamasco;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Caravaggio;AP RETI GAS NORD OVEST S.P.A.;12060630964;37575;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnordovest.it;800442468;Attivo;Gas naturale;6213
Lombardia;BG;Colere;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;800552277;Attivo;Gas naturale;1188
Lombardia;BG;Fontanella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Fuipiano Valle Imagna;CONDOTTE NORD SPA;03003150160;373;Via FORO BOARIO 3 - Bergamo ( Bergamo );http://www.condottenord.it;800713808;Attivo;Gas naturale;1093
Lombardia;BG;Gorlago;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Gorle;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Grone;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;"	800552277";Attivo;Gas naturale;1188
Lombardia;BG;Lenna;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Lurano;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;800552277;Attivo;Gas naturale;1188
Lombardia;BG;Madone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Medolago;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Mornico al Serio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Nembro;AP RETI GAS NORD OVEST S.P.A.;12060630964;37575;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnordovest.it;800442468;Attivo;Gas naturale;6213
Lombardia;BG;Osio Sotto;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Pontida;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;800552277;Attivo;Gas naturale;1188
Lombardia;BG;Pradalunga;AP RETI GAS NORD OVEST S.P.A.;12060630964;37575;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnordovest.it;800442468;Attivo;Gas naturale;6213
Lombardia;BG;Pumenengo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Rogno;BLU RETI GAS;03737190987;24121;Via Mario Rigamonti 65 - Darfo Boario Terme ( Brescia );http://www.blureti.it;0364535715 800995245;Attivo;Gas naturale;6153
Lombardia;BG;Selvino;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;800552277;Attivo;Gas naturale;1188
Lombardia;BG;Spinone al Lago;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;"	800552277";Attivo;Gas naturale;1188
Lombardia;BG;Tavernola Bergamasca;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;"	800552277";Attivo;Gas naturale;1188
Lombardia;BG;Torre Boldone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Trescore Balneario;TRESCORE INFRASTRUTTURE S.R.L.;03002820169;217;Via Locatelli 65 - Trescore Balneario ( Bergamo );http://www.trescoreinfrastrutture.it;800992769;Attivo;Gas naturale;1180
Lombardia;BG;Valgoglio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Vigolo;RETIPIÙ SRL;04152790962;353;Via Giusti 38 - Desio ( Monza e della Brianza );http://www.retipiu.it;"	800552277";Attivo;Gas naturale;1188
Lombardia;BG;Villa d'Adda;AP RETI GAS NORD OVEST S.P.A.;12060630964;37575;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnordovest.it;800442468;Attivo;Gas naturale;6213
Lombardia;BG;Villa d'Almè;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lombardia;BG;Villongo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
